t,X1,Y1,X2,Y2,x_1,y_1,x_2,y_2
10.96549019607843,1345,663,1681,459,381.5,87,717.5,291
10.98220588235294,1346,653,1681,449,382.5,97,717.5,301
10.998921568627452,1341,646,1678,444,377.5,104,714.5,306
11.01563725490196,1339,639,1679,437,375.5,111,715.5,313
11.032352941176471,1338,631,1676,432,374.5,119,712.5,318
11.04906862745098,1335,627,1677,431,371.5,123,713.5,319
11.06578431372549,1334,624,1673,424,370.5,126,709.5,326
11.0825,1333,620,1673,425,369.5,130,709.5,325
11.09921568627451,1332,616,1672,424,368.5,134,708.5,326
11.11593137254902,1332,615,1672,424,368.5,135,708.5,326
11.13264705882353,1332,616,1672,424,368.5,134,708.5,326
11.14936274509804,1332,615,1674,424,368.5,135,710.5,326
11.166078431372547,1332,617,1676,425,368.5,133,712.5,325
11.18279411764706,1335,620,1677,431,371.5,130,713.5,319
11.199509803921568,1335,623,1679,431,371.5,127,715.5,319
11.21622549019608,1336,628,1681,439,372.5,122,717.5,311
11.232941176470588,1339,633,1681,444,375.5,117,717.5,306
11.249656862745098,1341,639,1685,454,377.5,111,721.5,296
11.266372549019607,1344,652,1687,463,380.5,98,723.5,287
11.283088235294118,1345,658,1688,470,381.5,92,724.5,280
11.299803921568628,1348,668,1690,480,384.5,82,726.5,270
11.316519607843135,1353,684,1695,496,389.5,66,731.5,254
11.333235294117648,1351,691,1696,502,387.5,59,732.5,248
11.349950980392157,1353,712,1700,524,389.5,38,736.5,226
11.366666666666667,1356,716,1700,531,392.5,34,736.5,219
11.383382352941176,1356,741,1701,556,392.5,9,737.5,194
11.400098039215688,1357,748,1702,562,393.5,2,738.5,188
11.416813725490195,1357,767,1702,582,393.5,-17,738.5,168
11.433529411764706,1354,791,1702,612,390.5,-41,738.5,138
11.450245098039217,1352,802,1703,625,388.5,-52,739.5,125
11.466960784313724,1348,828,1703,658,384.5,-78,739.5,92
11.483676470588236,1343,850,1699,684,379.5,-100,735.5,66
11.500392156862745,1342,857,1695,694,378.5,-107,731.5,56
11.517107843137255,1335,880,1695,722,371.5,-130,731.5,28
11.533823529411764,1328,900,1690,753,364.5,-150,726.5,-3
11.550539215686277,1313,928,1682,797,349.5,-178,718.5,-47
11.567254901960784,1303,948,1677,832,339.5,-198,713.5,-82
11.583970588235294,1295,957,1672,844,331.5,-207,708.5,-94
11.600686274509805,1286,975,1666,876,322.5,-225,702.5,-126
11.617401960784314,1271,991,1656,912,307.5,-241,692.5,-162
11.634117647058824,1258,1009,1645,950,294.5,-259,681.5,-200
11.650833333333331,1245,1023,1635,984,281.5,-273,671.5,-234
11.667549019607844,1229,1039,1622,1024,265.5,-289,658.5,-274
11.684264705882352,1206,1058,1597,1085,242.5,-308,633.5,-335
11.700980392156865,1197,1063,1586,1113,233.5,-313,622.5,-363
11.717696078431374,1185,1075,1570,1147,221.5,-325,606.5,-397
11.734411764705882,1168,1084,1546,1193,204.5,-334,582.5,-443
11.751127450980391,1150,1096,1507,1257,186.5,-346,543.5,-507
11.767843137254902,1145,1099,1495,1276,181.5,-349,531.5,-526
11.784558823529412,1133,1105,1460,1320,169.5,-355,496.5,-570
11.80127450980392,1122,1109,1422,1362,158.5,-359,458.5,-612
11.817990196078432,1118,1111,1384,1396,154.5,-361,420.5,-646
11.83470588235294,1110,1116,1317,1447,146.5,-366,353.5,-697
11.851421568627453,1105,1118,1264,1472,141.5,-368,300.5,-722
11.868137254901962,1102,1119,1241,1484,138.5,-369,277.5,-734
11.88485294117647,1097,1121,1183,1503,133.5,-371,219.5,-753
11.90156862745098,1092,1120,1122,1511,128.5,-370,158.5,-761
11.91828431372549,1084,1123,1071,1516,120.5,-373,107.5,-766
11.935,1073,1130,1007,1513,109.5,-380,43.5,-763
11.95171568627451,1052,1133,927,1504,88.5,-383,-36.5,-754
11.96843137254902,1038,1134,877,1492,74.5,-384,-86.5,-742
11.98514705882353,1026,1137,845,1486,62.5,-387,-118.5,-736
12.00186274509804,1016,1139,822,1479,52.5,-389,-141.5,-729
12.01857843137255,983,1140,746,1455,19.5,-390,-217.5,-705
12.03529411764706,955,1141,695,1436,-8.5,-391,-268.5,-686
12.05200980392157,928,1140,646,1416,-35.5,-390,-317.5,-666
12.068725490196078,901,1138,607,1396,-62.5,-388,-356.5,-646
12.085441176470589,855,1129,544,1364,-108.5,-379,-419.5,-614
12.102156862745096,824,1116,503,1342,-139.5,-366,-460.5,-592
12.118872549019608,810,1111,485,1333,-153.5,-361,-478.5,-583
12.13558823529412,775,1093,442,1305,-188.5,-343,-521.5,-555
12.152303921568627,751,1079,416,1287,-212.5,-329,-547.5,-537
12.169019607843138,721,1056,385,1264,-242.5,-306,-578.5,-514
12.185735294117649,692,1032,357,1236,-271.5,-282,-606.5,-486
12.202450980392156,655,990,321,1198,-308.5,-240,-642.5,-448
12.219166666666666,645,977,313,1186,-318.5,-227,-650.5,-436
12.235882352941177,624,943,293,1158,-339.5,-193,-670.5,-408
12.252598039215686,608,912,280,1129,-355.5,-162,-683.5,-379
12.269313725490196,597,884,270,1101,-366.5,-134,-693.5,-351
12.286029411764709,583,841,255,1055,-380.5,-91,-708.5,-305
12.302745098039216,576,812,247,1025,-387.5,-62,-716.5,-275
12.319460784313726,573,788,242,998,-390.5,-38,-721.5,-248
12.336176470588237,573,760,240,967,-390.5,-10,-723.5,-217
12.352892156862746,573,745,238,950,-390.5,5,-725.5,-200
12.369607843137254,573,726,236,923,-390.5,24,-727.5,-173
12.386323529411763,575,702,234,895,-388.5,48,-729.5,-145
12.403039215686274,581,673,234,855,-382.5,77,-729.5,-105
12.419754901960784,582,664,231,843,-381.5,86,-732.5,-93
12.436470588235297,584,648,233,816,-379.5,102,-730.5,-66
12.453186274509804,594,625,232,778,-369.5,125,-731.5,-28
12.469901960784314,594,620,232,766,-369.5,130,-731.5,-16
12.486617647058823,599,605,232,744,-364.5,145,-731.5,6
12.503333333333334,604,596,234,724,-359.5,154,-729.5,26
12.520049019607844,607,583,234,703,-356.5,167,-729.5,47
12.536764705882351,613,575,237,681,-350.5,175,-726.5,69
12.553480392156864,620,562,239,653,-343.5,188,-724.5,97
12.570196078431373,622,559,238,646,-341.5,191,-725.5,104
12.586911764705883,626,550,240,620,-337.5,200,-723.5,130
12.603627450980392,629,548,239,609,-334.5,202,-724.5,141
12.620343137254904,633,543,242,598,-330.5,207,-721.5,152
12.637058823529411,636,540,246,577,-327.5,210,-717.5,173
12.653774509803922,637,535,245,565,-326.5,215,-718.5,185
12.67049019607843,637,535,245,560,-326.5,215,-718.5,190
12.68720588235294,639,532,247,550,-324.5,218,-716.5,200
12.703921568627452,640,532,247,541,-323.5,218,-716.5,209
12.72063725490196,640,530,248,533,-323.5,220,-715.5,217
12.737352941176471,639,530,247,524,-324.5,220,-716.5,226
12.75406862745098,639,532,246,517,-324.5,218,-717.5,233
12.77078431372549,638,533,246,511,-325.5,217,-717.5,239
12.7875,638,535,245,513,-325.5,215,-718.5,237
12.80421568627451,633,537,245,508,-330.5,213,-718.5,242
12.82093137254902,635,539,243,507,-328.5,211,-720.5,243
12.83764705882353,632,543,241,505,-331.5,207,-722.5,245
12.85436274509804,628,551,239,506,-335.5,199,-724.5,244
12.871078431372547,623,556,231,506,-340.5,194,-732.5,244
12.88779411764706,624,560,233,509,-339.5,190,-730.5,241
12.904509803921568,617,567,231,511,-346.5,183,-732.5,239
12.92122549019608,615,573,226,518,-348.5,177,-737.5,232
12.937941176470588,613,578,224,521,-350.5,172,-739.5,229
12.954656862745098,607,592,218,527,-356.5,158,-745.5,223
12.971372549019607,601,600,215,536,-362.5,150,-748.5,214
12.988088235294118,597,612,211,544,-366.5,138,-752.5,206
13.004803921568628,591,633,205,559,-372.5,117,-758.5,191
13.021519607843135,586,645,202,571,-377.5,105,-761.5,179
13.038235294117648,584,660,200,583,-379.5,90,-763.5,167
13.054950980392157,582,670,197,593,-381.5,80,-766.5,157
13.071666666666667,575,696,193,612,-388.5,54,-770.5,138
13.088382352941176,575,703,191,620,-388.5,47,-772.5,130
13.105098039215688,573,734,192,646,-390.5,16,-771.5,104
13.121813725490195,574,742,192,653,-389.5,8,-771.5,97
13.138529411764706,573,764,191,673,-390.5,-14,-772.5,77
13.155245098039217,574,784,193,692,-389.5,-34,-770.5,58
13.171960784313724,576,816,196,724,-387.5,-66,-767.5,26
13.188676470588236,583,841,201,751,-380.5,-91,-762.5,-1
13.205392156862745,584,852,204,761,-379.5,-102,-759.5,-11
13.222107843137255,592,879,213,794,-371.5,-129,-750.5,-44
13.238823529411764,601,900,218,814,-362.5,-150,-745.5,-64
13.255539215686277,611,920,225,842,-352.5,-170,-738.5,-92
13.272254901960784,624,945,237,873,-339.5,-195,-726.5,-123
13.288970588235294,637,967,249,905,-326.5,-217,-714.5,-155
13.305686274509805,659,996,269,955,-304.5,-246,-694.5,-205
13.322401960784314,664,1004,275,970,-299.5,-254,-688.5,-220
13.339117647058824,674,1016,284,992,-289.5,-266,-679.5,-242
13.355833333333331,716,1053,324,1072,-247.5,-303,-639.5,-322
13.372549019607844,717,1055,327,1079,-246.5,-305,-636.5,-329
13.389264705882352,744,1075,358,1136,-219.5,-325,-605.5,-386
13.405980392156865,762,1086,380,1172,-201.5,-336,-583.5,-422
13.422696078431374,774,1094,399,1202,-189.5,-344,-564.5,-452
13.439411764705882,795,1104,430,1249,-168.5,-354,-533.5,-499
13.456127450980391,809,1112,460,1283,-154.5,-362,-503.5,-533
13.472843137254902,825,1118,490,1320,-138.5,-368,-473.5,-570
13.489558823529412,839,1121,528,1361,-124.5,-371,-435.5,-611
13.50627450980392,850,1125,570,1399,-113.5,-375,-393.5,-649
13.522990196078432,854,1127,589,1414,-109.5,-377,-374.5,-664
13.53970588235294,866,1130,661,1462,-97.5,-380,-302.5,-712
13.556421568627451,874,1132,714,1489,-89.5,-382,-249.5,-739
13.573137254901962,879,1135,772,1512,-84.5,-385,-191.5,-762
13.58985294117647,884,1134,824,1521,-79.5,-384,-139.5,-771
13.60656862745098,887,1135,856,1525,-76.5,-385,-107.5,-775
13.62328431372549,898,1136,944,1525,-65.5,-386,-19.5,-775
13.64,902,1138,998,1518,-61.5,-388,34.5,-768
13.65671568627451,916,1140,1056,1504,-47.5,-390,92.5,-754
13.67343137254902,929,1140,1112,1488,-34.5,-390,148.5,-738
13.690147058823529,944,1141,1160,1472,-19.5,-391,196.5,-722
13.70686274509804,967,1142,1212,1447,3.5,-392,248.5,-697
13.72357843137255,990,1141,1264,1423,26.5,-391,300.5,-673
13.74029411764706,1009,1140,1303,1402,45.5,-390,339.5,-652
13.75700980392157,1036,1136,1349,1373,72.5,-386,385.5,-623
13.773725490196078,1063,1127,1391,1345,99.5,-377,427.5,-595
13.790441176470589,1089,1120,1426,1321,125.5,-370,462.5,-571
13.807156862745098,1106,1117,1451,1306,142.5,-367,487.5,-556
13.823872549019608,1135,1103,1487,1276,171.5,-353,523.5,-526
13.84058823529412,1173,1082,1532,1239,209.5,-332,568.5,-489
13.857303921568628,1201,1065,1563,1212,237.5,-315,599.5,-462
13.874019607843138,1223,1045,1590,1188,259.5,-295,626.5,-438
13.890735294117649,1249,1020,1614,1160,285.5,-270,650.5,-410
13.907450980392158,1262,1005,1630,1144,298.5,-255,666.5,-394
13.924166666666666,1293,964,1659,1106,329.5,-214,695.5,-356
13.940882352941175,1311,932,1676,1076,347.5,-182,712.5,-326
13.957598039215686,1325,907,1687,1053,361.5,-157,723.5,-303
13.974313725490196,1337,874,1698,1023,373.5,-124,734.5,-273
13.991029411764709,1341,861,1701,1012,377.5,-111,737.5,-262
14.007745098039216,1351,816,1710,970,387.5,-66,746.5,-220
14.024460784313726,1356,786,1713,942,392.5,-36,749.5,-192
14.041176470588235,1356,760,1716,918,392.5,-10,752.5,-168
14.057892156862746,1356,748,1716,903,392.5,2,752.5,-153
14.074607843137256,1356,712,1716,864,392.5,38,752.5,-114
14.091323529411763,1351,689,1712,838,387.5,61,748.5,-88
14.108039215686274,1351,678,1712,828,387.5,72,748.5,-78
14.124754901960785,1342,650,1708,793,378.5,100,744.5,-43
14.141470588235295,1338,634,1705,774,374.5,116,741.5,-24
14.158186274509804,1333,617,1701,751,369.5,133,737.5,-1
14.174901960784316,1326,604,1699,732,362.5,146,735.5,18
14.191617647058823,1324,595,1696,721,360.5,155,732.5,29
14.208333333333334,1314,576,1689,692,350.5,174,725.5,58
14.225049019607845,1310,564,1685,675,346.5,186,721.5,75
14.241764705882352,1302,555,1682,658,338.5,195,718.5,92
14.258480392156862,1297,545,1680,646,333.5,205,716.5,104
14.275196078431373,1294,537,1674,630,330.5,213,710.5,120
14.291911764705883,1288,531,1672,619,324.5,219,708.5,131
14.308627450980392,1287,527,1669,612,323.5,223,705.5,138
14.325343137254904,1280,518,1665,596,316.5,232,701.5,154
14.342058823529412,1275,512,1661,586,311.5,238,697.5,164
14.358774509803922,1273,507,1656,578,309.5,243,692.5,172
14.375490196078433,1268,502,1655,570,304.5,248,691.5,180
14.392205882352942,1264,498,1652,563,300.5,252,688.5,187
14.408921568627452,1263,496,1649,559,299.5,254,685.5,191
14.42563725490196,1261,494,1646,556,297.5,256,682.5,194
14.442352941176472,1258,492,1645,552,294.5,258,681.5,198
14.45906862745098,1255,488,1642,553,291.5,262,678.5,197
14.475784313725493,1255,489,1643,549,291.5,261,679.5,201
14.4925,1255,487,1641,552,291.5,263,677.5,198
14.50921568627451,1254,487,1641,554,290.5,263,677.5,196
14.52593137254902,1254,487,1640,553,290.5,263,676.5,197
14.54264705882353,1255,487,1640,561,291.5,263,676.5,189
14.55936274509804,1254,488,1641,563,290.5,262,677.5,187
14.576078431372547,1255,489,1640,567,291.5,261,676.5,183
14.59279411764706,1258,491,1640,575,294.5,259,676.5,175
14.609509803921569,1263,494,1641,582,299.5,256,677.5,168
14.62622549019608,1262,496,1641,593,298.5,254,677.5,157
14.642941176470588,1263,499,1641,604,299.5,251,677.5,146
14.659656862745098,1267,501,1643,609,303.5,249,679.5,141
14.676372549019607,1273,508,1645,628,309.5,242,681.5,122
14.693088235294118,1277,511,1645,644,313.5,239,681.5,106
14.709803921568628,1281,520,1648,658,317.5,230,684.5,92
14.726519607843136,1285,526,1647,673,321.5,224,683.5,77
14.743235294117648,1290,531,1648,688,326.5,219,684.5,62
14.759950980392157,1294,536,1648,699,330.5,214,684.5,51
14.776666666666667,1303,553,1652,727,339.5,197,688.5,23
14.793382352941176,1308,561,1651,749,344.5,189,687.5,1
14.810098039215688,1313,571,1655,770,349.5,179,691.5,-20
14.826813725490195,1320,584,1654,790,356.5,166,690.5,-40
14.843529411764706,1329,601,1656,815,365.5,149,692.5,-65
14.860245098039217,1332,614,1655,838,368.5,136,691.5,-88
14.876960784313724,1341,633,1655,864,377.5,117,691.5,-114
14.893676470588236,1344,652,1655,890,380.5,98,691.5,-140
14.910392156862745,1349,673,1655,920,385.5,77,691.5,-170
14.927107843137255,1351,689,1655,940,387.5,61,691.5,-190
14.943823529411764,1356,713,1652,968,392.5,37,688.5,-218
14.960539215686277,1356,728,1652,986,392.5,22,688.5,-236
14.977254901960784,1356,766,1648,1029,392.5,-16,684.5,-279
14.993970588235294,1356,778,1646,1042,392.5,-28,682.5,-292
15.010686274509805,1351,814,1642,1077,387.5,-64,678.5,-327
15.027401960784314,1344,849,1635,1108,380.5,-99,671.5,-358
15.044117647058824,1330,890,1626,1147,366.5,-140,662.5,-397
15.060833333333331,1314,928,1616,1176,350.5,-178,652.5,-426
15.077549019607844,1299,956,1605,1199,335.5,-206,641.5,-449
15.094264705882352,1276,991,1589,1225,312.5,-241,625.5,-475
15.110980392156865,1246,1023,1567,1249,282.5,-273,603.5,-499
15.127696078431374,1221,1046,1542,1269,257.5,-296,578.5,-519
15.144411764705882,1186,1073,1514,1289,222.5,-323,550.5,-539
15.161127450980391,1150,1096,1480,1309,186.5,-346,516.5,-559
15.177843137254902,1120,1110,1448,1324,156.5,-360,484.5,-574
15.194558823529412,1089,1121,1415,1337,125.5,-371,451.5,-587
15.21127450980392,1047,1134,1368,1362,83.5,-384,404.5,-612
15.227990196078432,1032,1136,1350,1368,68.5,-386,386.5,-618
15.24470588235294,988,1143,1293,1390,24.5,-393,329.5,-640
15.261421568627451,955,1140,1248,1405,-8.5,-390,284.5,-655
15.278137254901962,925,1141,1198,1423,-38.5,-391,234.5,-673
15.29485294117647,900,1136,1157,1434,-63.5,-386,193.5,-684
15.31156862745098,884,1133,1126,1441,-79.5,-383,162.5,-691
15.32828431372549,850,1124,1050,1461,-113.5,-374,86.5,-711
15.345,832,1120,1002,1472,-131.5,-370,38.5,-722
15.36171568627451,814,1113,946,1482,-149.5,-363,-17.5,-732
15.37843137254902,801,1105,889,1488,-162.5,-355,-74.5,-738
15.395147058823529,790,1102,830,1490,-173.5,-352,-133.5,-740
15.41186274509804,785,1100,802,1488,-178.5,-350,-161.5,-738
15.42857843137255,779,1097,752,1487,-184.5,-347,-211.5,-737
15.44529411764706,776,1095,667,1472,-187.5,-345,-296.5,-722
15.46200980392157,775,1095,604,1446,-188.5,-345,-359.5,-696
15.478725490196078,776,1095,560,1420,-187.5,-345,-403.5,-670
15.495441176470589,779,1096,513,1386,-184.5,-346,-450.5,-636
15.512156862745098,779,1096,482,1351,-184.5,-346,-481.5,-601
15.528872549019608,777,1095,445,1306,-186.5,-345,-518.5,-556
15.545588235294115,774,1092,419,1264,-189.5,-342,-544.5,-514
15.562303921568628,767,1089,395,1216,-196.5,-339,-568.5,-466
15.579019607843138,757,1084,375,1164,-206.5,-334,-588.5,-414
15.595735294117649,753,1082,367,1145,-210.5,-332,-596.5,-395
15.612450980392158,738,1070,344,1076,-225.5,-320,-619.5,-326
15.629166666666666,726,1061,336,1030,-237.5,-311,-627.5,-280
15.645882352941175,715,1054,329,992,-248.5,-304,-634.5,-242
15.662598039215686,702,1039,322,947,-261.5,-289,-641.5,-197
15.679313725490196,687,1029,318,903,-276.5,-279,-645.5,-153
15.696029411764709,678,1017,315,868,-285.5,-267,-648.5,-118
15.712745098039216,663,1001,312,829,-300.5,-251,-651.5,-79
15.729460784313726,658,996,313,813,-305.5,-246,-650.5,-63
15.746176470588235,641,974,312,761,-322.5,-224,-651.5,-11
15.762892156862746,629,955,313,727,-334.5,-205,-650.5,23
